model,metric,N,Trotter_fit,MPF_fit,QSVT_fit_corrected
TFIM,t_count,67.12101819868548,277733667.8233146,1050868668.6538845,7107819429.735165
TFIM,t_count,68.59575778909897,293839663.56162184,1103352058.9947846,7604596094.654225
TFIM,t_count,70.10289940376505,310879658.7705565,1158441989.6950293,8136061040.978165
TFIM,t_count,71.64315495899928,328907816.8204116,1216267255.944051,8704634346.811666
TFIM,t_count,73.21725201288207,347981442.0582979,1276962987.5897658,9312904793.742792
TFIM,t_count,74.8259341089292,368161161.9558741,1340670959.3853436,9963641618.242992
TFIM,t_count,76.46996112731358,389511119.81998074,1407539916.3716903,10659807081.05994
TFIM,t_count,78.15010964380372,412099178.6787104,1477725915.131456,11404569911.505352
TFIM,t_count,79.86717329658855,435997136.99099416,1551392681.6859891,12201319687.495234
TFIM,t_count,81.62196316116182,461280956.8653581,1628711986.8440266,13053682216.431814
TFIM,t_count,83.41530813344343,488031005.513265,1709864039.8501146,13965535986.54031
TFIM,t_count,85.24805532131816,516332310.70453507,1795037901.2218018,14941029763.112917
TFIM,t_count,87.12107044477719,546274831.0368125,1884431915.7076452,15984601409.288675
TFIM,t_count,89.03523824485134,577953741.8781896,1978254166.3433838,17100998016.531038
TFIM,t_count,90.99146290152896,611469737.8918622,2076722950.630673,18295297435.88626
TFIM,t_count,92.99066846085631,646929353.1044312,2180067279.9125767,19572931307.43553
TFIM,t_count,95.03379927142147,684445299.5352196,2288527403.0719876,20939709692.122723
TFIM,t_count,97.12182043042883,724136825.4629687,2402355355.73342,22401847417.38448
TFIM,t_count,99.25571823957421,766130094.4687182,2521815536.2060804,23965992255.748306
TFIM,t_count,101.43650067093625,810558586.4596567,2647185309.4656963,25639255063.848988
TFIM,t_count,103.665197843104,857563521.9486904,2778755640.535603,27429242018.169395
TFIM,t_count,105.94286250776592,907294310.9383065,2916831758.6931376,29344089093.286
TFIM,t_count,108.27057054698918,959909027.8355716,3061733853.9964595,31392498938.523075
TFIM,t_count,110.64942148142616,1015574913.9078275,3213797807.6995053,33583780319.76395
TFIM,t_count,113.08053898968528,1074468908.8761866,3373375958.1978173,35927890304.7405
TFIM,t_count,115.56507143911476,1136778213.3365757,3540837904.22834,38435479382.52585
TFIM,t_count,118.10419242824729,1202700883.795985,3716571347.1288395,41117939721.194405
TFIM,t_count,120.69910134116297,1272446462.2153776,3900982974.050165,43987456781.79342
TFIM,t_count,123.35102391403348,1346236642.060274,4094499384.105988,47057064521.92431
TFIM,t_count,126.06121281411222,1424305972.976141,4297568059.5404825,50340704438.431595
TFIM,t_count,128.8309482314475,1506902606.3284626,4510658384.095433,53853288716.04628
TFIM,t_count,131.66153848359525,1594289083.9772952,4734262710.862327,57610767767.35077
TFIM,t_count,134.5543206336179,1686743172.7934318,4968897482.017052,61630202469.26958
TFIM,t_count,137.51066112166308,1784558747.568876,5215104402.94929,65929841422.48493
TFIM,t_count,140.53195641041683,1888046725.1279674,5473451673.420431,70529203582.845
TFIM,t_count,143.6196336447404,1997536052.6083548,5744535278.511515,75449166638.09526
TFIM,t_count,146.77515132579862,2113374753.0531719,6028980342.254692,80712061529.16911
TFIM,t_count,150.0,2235931031.6379213,6327442546.983005,86341773543.02945
Heisenberg,cnot_count,3.0,3118.310273396006,33892.73610190029,70938.63865262421
Heisenberg,cnot_count,3.065914059261501,3292.8920911445775,35509.13660509259,75679.00378464513
Heisenberg,cnot_count,3.1332763395924443,3477.2480520720515,37202.29769572638,80788.94823381722
Heisenberg,cnot_count,3.2021186603692957,3671.9253716680564,38975.851594060456,86297.09989871838
Heisenberg,cnot_count,3.2724735400832756,3877.5019018459757,40833.60186846873,92234.3057123608
Heisenberg,cnot_count,3.3443742117008566,4094.587846154722,42779.53149738969,98633.79828183351
Heisenberg,cnot_count,3.417854638361751,4323.827571018399,44817.81130972008,105531.37485911981
Heisenberg,cnot_count,3.492949529421809,4565.901518380194,46952.808821377985,112965.58953422021
Heisenberg,cnot_count,3.5696943568483883,4821.528225427427,49189.09748659544,120977.95960602333
Heisenberg,cnot_count,3.648125371975972,5091.466457393181,51531.466383364954,129613.18715522463
Heisenberg,cnot_count,3.7282796226299086,5376.517459764917,53984.930353374664,138919.39691734713
Heisenberg,cnot_count,3.8101949706263993,5677.527336585308,56554.74061771413,148948.39163291996
Heisenberg,cnot_count,3.89391010965698,5995.389561904794,59246.39589063294,159755.926136471
Heisenberg,cnot_count,3.9794645835659415,6331.047631840308,62065.654014672036,171402.0015366034
Heisenberg,cnot_count,4.066898805029345,6685.497865112238,65018.544141577135,183951.1809365012
Heisenberg,cnot_count,4.156254074644423,7059.79236037245,68111.3794845477,197472.92824813415
Heisenberg,cnot_count,4.247572600438411,7455.042119101261,71350.77066856701,212041.9717648065
Heisenberg,cnot_count,4.340897517806019,7872.420343343021,74743.63970680941,227738.6942759298
Heisenberg,cnot_count,4.436272909884942,8313.16591806894,78297.23463242818,244649.55163562731
Heisenberg,cnot_count,4.533743828379057,8778.587088503458,82019.1448163971,262867.52183359314
Heisenberg,cnot_count,4.633356314839137,9270.065343329594,85917.31700351482,282492.58676315076
Heisenberg,cnot_count,4.735157422411122,9789.05951529955,90000.07210017456,303632.24903837737
Heisenberg,cnot_count,4.839195238062237,10337.110111422164,94276.12274907801,326402.0863802486
Heisenberg,cnot_count,4.945518905295439,10915.843885580533,98754.59172771349,350926.34627179295
Heisenberg,cnot_count,5.054178647362944,11526.978667152112,103445.03120913665,377338.583774986
Heisenberg,cnot_count,5.165225790989775,12172.328459964363,108357.4429253919,405782.3456087006
Heisenberg,cnot_count,5.278712790618552,12853.808826720471,113502.29927580396,436411.9038080537
Heisenberg,cnot_count,5.3946932531869765,13573.442574877832,118890.56542432494,469393.04252245853
Heisenberg,cnot_count,5.5132219634497055,14333.365760856153,124533.72243220829,504903.9017632272
Heisenberg,cnot_count,5.634354909856582,15135.8340303976,130443.79147441735,543135.8821833237
Heisenberg,cnot_count,5.758149310999454,15983.229313898284,136633.3591904565,584294.6152626877
Heisenberg,cnot_count,5.884663642640049,16878.06689658496,143115.60422266877,628601.003584174
Heisenberg,cnot_count,6.0139576653317075,17823.002884522684,149904.32499752034,676292.3362187804
Heisenberg,cnot_count,6.146092452647985,18820.842088614885,157013.9688079894,727623.4845961354
Heisenberg,cnot_count,6.281130420031485,19874.54634999707,164459.66225788483,782868.1846188831
Heisenberg,cnot_count,6.419135354276543,20987.243331536407,172257.243131764,842320.4111893176
Heisenberg,cnot_count,6.560172443659668,22162.235801532326,180423.29375708377,906295.8517555073
Heisenberg,cnot_count,6.704308308732018,23403.01143717499,188975.17592833415,975133.4859539635
Heisenberg,cnot_count,6.851611033788396,24713.25317686024,197931.0674661597,1049197.2789291542
Heisenberg,cnot_count,7.002150199027691,26096.850152089464,207310.00048787674,1128877.9964490118
Heisenberg,cnot_count,7.155996913419903,27557.909231403628,217131.90146935976,1214595.1505125365
Heisenberg,cnot_count,7.313223848295327,29100.76721061589,227417.6331820053,1306799.0847635628
Heisenberg,cnot_count,7.473905271671715,30730.003685527176,238189.03859238754,1405973.2096862665
Heisenberg,cnot_count,7.638117083335653,32450.45464533406,249468.98681629886,1512636.3982665744
Heisenberg,cnot_count,7.805936850694743,34267.22682707729,261281.42122315674,1627345.5535621976
Heisenberg,cnot_count,7.977443845417484,36185.71287373954,273651.40979123,1750698.3604362514
Heisenberg,cnot_count,8.152719080878196,38211.607340984265,286605.19781882653,1883336.2345795096
Heisenberg,cnot_count,8.331845350424656,40350.92360004876,300170.26310147916,2025947.4828772475
Heisenberg,cnot_count,8.514907266486507,42610.01168696277,314375.37369030993,2179270.6901743887
Heisenberg,cnot_count,8.701991300542966,44995.57715107435,329250.6483521224,2344098.3485600273
Heisenberg,cnot_count,8.893185823968649,47514.70095882992,344827.61985738506,2521280.746436054
Heisenberg,cnot_count,9.08858114977685,50174.860511887615,361139.301228161,2711730.135858603
Heisenberg,cnot_count,9.288269575279967,52983.95184195166,378220.2550841856,2916425.1979519557
Heisenberg,cnot_count,9.492345425687235,55950.31304820752,396106.66623175924,3136415.827597855
Heisenberg,cnot_count,9.700905098660364,59082.749046925484,414836.4176468399,3372828.260106088
Heisenberg,cnot_count,9.914047109848129,62390.55770669749,434449.17001078965,3626870.5641807443
Heisenberg,cnot_count,10.131872139421406,65883.55744688054,454986.4449646212,3899838.527219636
Heisenberg,cnot_count,10.354483079630663,69572.11638116905,476491.71225532296,4193121.9608285036
Heisenberg,cnot_count,10.581985083408325,73467.18309279952,499010.4809559052,4508211.456406311
Heisenberg,cnot_count,10.814485614039024,77580.3191327356,522590.3949493126,4846705.622772485
Heisenberg,cnot_count,11.052094495921164,81923.73333730015,547281.3328751851,5210318.840070495
Heisenberg,cnot_count,11.294923966443777,86510.31806711252,573135.5127477429,5600889.566605759
Heisenberg,cnot_count,11.543088729003218,91353.68747490254,600207.6014627396,6020389.237870507
Heisenberg,cnot_count,11.796706007184646,96468.21791578615,628554.8294216315,6470931.799787151
Heisenberg,cnot_count,12.055895600134004,101869.09061995163,658237.1105117069,6954783.921174557
Heisenberg,cnot_count,12.320779939146572,107572.33675442224,689317.1676920584,7474375.933627846
Heisenberg,cnot_count,12.591484145498839,113594.88500764506,721860.6644469097,8032313.550409993
Heisenberg,cnot_count,12.86813608955106,119954.61183815607,755936.3423800252,8631390.41960459
Heisenberg,cnot_count,13.150866451148302,126670.39453646449,791616.1652366035,9274601.570686253
Heisenberg,cnot_count,13.439808781348662,133762.1672576636,828975.4696525291,9965157.817848908
Heisenberg,cnot_count,13.73509956550768,141250.98019108607,868093.122944669,10706501.187911889
Heisenberg,cnot_count,14.036878287748836,149159.0620426302,909051.6882706376,11502321.445416901
Heisenberg,cnot_count,14.345287496850554,157509.88601522858,951937.5975016853,12356573.792664977
Heisenberg,cnot_count,14.660472873580781,166328.23948329504,996841.3321683825,13273497.8279369
Heisenberg,cnot_count,14.982583299511058,175640.29756797358,1043857.6128555131,14257637.85102411
Heisenberg,cnot_count,15.311770927342508,185473.70083156982,1093085.5974401692,15313864.611497173
Heisenberg,cnot_count,15.64819125277696,195857.63732178518,1144629.0885852834,16447398.601881808
Heisenberg,cnot_count,15.992003187967242,206822.9292092854,1198596.7509201635,17663835.005130783
Heisenberg,cnot_count,16.34336913658117,218402.12427575944,1255102.3383595373,18969170.413511097
Heisenberg,cnot_count,16.702455070514905,230629.59252403193,1314264.9320337798,20369831.444294665
Heisenberg,cnot_count,17.06943060829173,243541.62819699547,1376209.1893249024,21872705.386505973
Heisenberg,cnot_count,17.444469095183393,257176.55750817462,1441065.604525933,23485173.022454195
Heisenberg,cnot_count,17.827747685091843,271574.85240369895,1508970.7816654397,25215143.777933434
Heisenberg,cnot_count,18.21944742422992,286779.2506933546,1580067.7200640948,27071093.36584056
Heisenberg,cnot_count,18.619753336640752,302834.8829073017,1654506.1132167056,29062104.099594124
Heisenberg,cnot_count,19.02885451159604,319789.4062549918,1732442.6616205394,31197908.065188974
Heisenberg,cnot_count,19.44694419291464,337693.146083912,1814041.400199871,33488933.3540579
Heisenberg,cnot_count,19.8742198702436,356599.24525805225,1899474.0410068457,35946353.5731805
Heisenberg,cnot_count,20.310883372344712,376563.82189946505,1988920.3319103217,38582140.86415756
Heisenberg,cnot_count,20.757140962430768,397646.13596116507,2082568.4320176053,41409122.6793298
Heisenberg,cnot_count,21.213203435596434,419908.76512577094,2180615.304608579,44441042.58052088
Heisenberg,cnot_count,21.679286218389816,443417.79055202473,2283267.1283980054,47692625.34473895
Heisenberg,cnot_count,22.15560947057181,468242.99302051467,2390739.7279796936,51179646.68122074
Heisenberg,cnot_count,22.642398189111127,494458.0600608213,2503259.0243460694,54919007.88570038
Heisenberg,cnot_count,23.13988231446432,522140.80467489164,2621061.506418046,58928815.780756034
Heisenberg,cnot_count,23.648296839190905,551373.3963058619,2744394.724563844,63228468.315724246
Heisenberg,cnot_count,24.167881918954894,582242.6047379173,2873517.807130665,67838746.2260025
Heisenberg,cnot_count,24.69888298596521,614840.0576511296,3008702.001060913,72781911.17977305
Heisenberg,cnot_count,25.241550864908476,649262.5125957659,3150231.237714519,78081810.8703805
Heisenberg,cnot_count,25.796141891429063,685612.1441933716,3298402.725070943,83763991.54490511
Heisenberg,cnot_count,26.362918033212313,723996.8474170902,3453527.5675391485,89855818.49408326
Heisenberg,cnot_count,26.942147013728064,764530.5578514462,3615931.414660855,96386605.06575705
Heisenberg,cnot_count,27.534102438693033,807333.5898822119,3785955.1400523153,103387750.80368948
Heisenberg,cnot_count,28.13906392531178,852532.9938201734,3963955.5519921463,110892889.3560117
Heisenberg,cnot_count,28.75731723435717,900262.9330188365,4150306.137128446,118938046.84301093
Heisenberg,cnot_count,29.389154405152908,950665.0821054709,4345397.838846779,127561811.42259727
Heisenberg,cnot_count,30.034873893521777,1003889.0475075152,4549639.871912362,136805514.84383342
Heisenberg,cnot_count,30.694780712764878,1060092.8115225937,4763460.575074726,146713426.83466148
Heisenberg,cnot_count,31.3691865777382,1119443.2012502525,4987308.303401635,157332963.22958818
Heisenberg,cnot_count,32.05841005209491,1182116.3837773108,5221652.362191142,168714908.8069669
Heisenberg,cnot_count,32.76277669876267,1248298.3890867003,5466983.984396868,180913655.87383416
Heisenberg,cnot_count,33.48261923372717,1318185.6622418587,5723817.353590975,193987459.70948267
Heisenberg,cnot_count,34.218277683194565,1391985.646485784,5992690.674583885,207998712.05719393
Heisenberg,cnot_count,34.97009954420676,1469917.3989854327,6274167.293918283,223014233.93748188
Heisenberg,cnot_count,35.7384399487859,1552212.241049261,6568836.87255769,239105589.14585277
Heisenberg,cnot_count,36.523661831685196,1639114.4447478186,6877316.613197771,256349419.8942336
Heisenberg,cnot_count,37.32613610182542,1730881.9579755424,7200252.544741863,274827806.15797937
Heisenberg,cnot_count,38.14624181749827,1827787.1701058564,7538320.866599601,294628650.4005082
Heisenberg,cnot_count,38.984366365418985,1930117.7205122735,7892229.35559156,315846089.46535665
Heisenberg,cnot_count,39.840905643713086,2038177.352355388,8262718.838371996,338580935.5516667
Heisenberg,cnot_count,40.71626424892361,2152286.814169994,8650564.73241687,362941148.32405454
Heisenberg,cnot_count,41.61085566712708,2272784.811928526,9056578.658766665,389042340.3523061
Heisenberg,cnot_count,42.52510246924868,2400029.0144067225,9481610.12986026,417008318.23111403
Heisenberg,cnot_count,43.4594365106685,2534397.114835717,9926548.31595268,446971661.8955819
Heisenberg,cnot_count,44.41429913521372,2676287.9519918626,10392323.893770806,479074344.82546574
Heisenberg,cnot_count,45.39014138363255,2826122.694051859,10879910.981231336,513468398.0208841
Heisenberg,cnot_count,46.38742420664875,2984346.0887273145,11390329.162222307,550316620.8352807
Heisenberg,cnot_count,47.40661868269723,3151427.7833892964,11924645.605636489,589793341.9687918
Heisenberg,cnot_count,48.44820624044346,3327863.719101453,12483977.283037772,632085234.1578734
Heisenberg,cnot_count,49.512678886192134,3514177.6026995564,13069493.28954757,677392186.3461212
Heisenberg,cnot_count,50.60053943629218,3710922.4612868517,13682417.272748219,725928237.3877559
Heisenberg,cnot_count,51.712301754648045,3918682.283759523,14324029.974626089,777922575.6207544
Heisenberg,cnot_count,52.848490995449545,4138073.7542345915,14995671.891808372,833620608.9518843
Heisenberg,cnot_count,54.009643851234536,4369748.082525588,15698746.059592376,893285110.4230227
Heisenberg,cnot_count,55.19630880640215,4614392.9370993,16434720.965521207,957197444.5780877
Heisenberg,cnot_count,56.40904639629592,4872734.486251066,17205133.598526765,1025658880.3244896
Heisenberg,cnot_count,57.64842947197929,5145539.553557402,18011592.639941305,1098991996.3840828
Heisenberg,cnot_count,58.9150434708288,5433617.894003923,18855781.802969877,1177542185.8577638
Heisenberg,cnot_count,60.20948669307217,5737824.597544454,19739463.32752328,1261679266.8873513
Heisenberg,cnot_count,61.53237058440274,6059062.627226114,20664481.637632027,1351799206.8901906
Heisenberg,cnot_count,62.88432002480307,6398285.499413739,21632767.1689936,1448325968.3682168
Heisenberg,cnot_count,64.26597362371439,6756500.114069593,22646340.37456155,1551713484.8568954
Heisenberg,cnot_count,65.67798402169159,7134769.743489162,23707315.916445903,1662447776.1822588
Heisenberg,cnot_count,67.12101819868548,7534217.188364262,24817907.052782927,1781049212.8402555
Heisenberg,cnot_count,68.59575778909897,7956028.110541941,25980430.228631437,1908074940.00311
Heisenberg,cnot_count,70.10289940376505,8401454.552370781,27197309.880374953,2044121472.3977478
Heisenberg,cnot_count,71.64315495899928,8871818.653082123,28471083.463546805,2189827472.092324
Heisenberg,cnot_count,73.21725201288207,9368516.573236177,29804406.714458216,2345876722.0747547
Heisenberg,cnot_count,74.8259341089292,9893022.638882436,31200059.156488176,2513001309.4144406
Heisenberg,cnot_count,76.46996112731358,10446893.717735298,32660949.86240105,2691985032.7685547
Heisenberg,cnot_count,78.15010964380372,11031773.840354452,34190123.48458143,2883667050.0346236
Heisenberg,cnot_count,79.86717329658855,11649399.08004647,35790766.5656314,3088945783.062305
Heisenberg,cnot_count,81.62196316116182,12301602.705973051,37466214.14235007,3308783097.529164
Heisenberg,cnot_count,83.41530813344343,12990320.624761438,39219956.65671928,3544208777.3589563
Heisenberg,cnot_count,85.24805532131816,13717597.12676831,41055647.188154295,3796325314.4254174
Heisenberg,cnot_count,87.12107044477719,14485590.954055343,42977109.021936506,4066313035.744719
Heisenberg,cnot_count,89.03523824485134,15296581.708085475,44988343.569438025,4355435591.923166
Heisenberg,cnot_count,90.99146290152896,16152976.61616135,47093538.65647414,4665045832.298566
Heisenberg,cnot_count,92.99066846085631,17057317.676689744,49297077.19687476,4996592094.005804
Heisenberg,cnot_count,95.03379927142147,18012289.20448077,51603546.269160844,5351624934.11329
Heisenberg,cnot_count,97.12182043042883,19020725.798478417,54017746.61503805,5731804336.0278015
Heisenberg,cnot_count,99.25571823957421,20085620.755572923,56544702.57929443,6138907423.562719
Heisenberg,cnot_count,101.43650067093625,21210134.95546935,59189672.511589386,6574836718.414451
Heisenberg,cnot_count,103.665197843104,22397606.242983527,61958159.65157486,7041628979.306756
Heisenberg,cnot_count,105.94286250776592,23651559.335617416,64855923.5197897,7541464663.758684
Heisenberg,cnot_count,108.27057054698918,24975716.285818305,67888991.83779368,8076678056.310019
Heisenberg,cnot_count,110.64942148142616,26374007.52898004,71063673.00211658,8649768110.128252
Heisenberg,cnot_count,113.08053898968528,27850583.54997658,74386569.13771772,9263410052.218243
Heisenberg,cnot_count,115.56507143911476,29409827.202859785,77864589.75785434,9920467805.997545
Heisenberg,cnot_count,118.10419242824729,31056366.720287446,81504966.05850405,10624007288.774921
Heisenberg,cnot_count,120.69910134116297,32795089.45129687,85315265.87678276,11377310645.728441
Heisenberg,cnot_count,123.35102391403348,34631156.36820431,89303409.34417714,12183891486.308962
Heisenberg,cnot_count,126.06121281411222,36570017.38568463,93477685.26683001,13047511193.633945
Heisenberg,cnot_count,128.8309482314475,38617427.53750909,97846768.26661237,13972196382.40797
Heisenberg,cnot_count,131.66153848359525,40779464.05895185,102419736.71828647,14962257586.21704
Heisenberg,cnot_count,134.5543206336179,43062544.425573215,107206091.51969272,16022309260.734158
Heisenberg,cnot_count,137.51066112166308,45473445.40192411,112215775.73361221,17157291195.468327
Heisenberg,cnot_count,140.53195641041683,48019323.15670964,117459195.14173763,18372491433.200645
Heisenberg,cnot_count,143.6196336447404,50707734.504123405,122947239.75308207,19673570803.234085
Heisenberg,cnot_count,146.77515132579862,53546659.33439731,128691306.31107713,21066589182.050415
Heisenberg,cnot_count,150.0,56544524.30015055,134703321.8457148,22558033602.957413
Heisenberg,t_count,3.0,172152.1706096679,1702146.7380728812,565471.1609251896
Heisenberg,t_count,3.065914059261501,182190.40731068977,1787650.0490443793,601669.3457981842
Heisenberg,t_count,3.1332763395924443,192813.97613798626,1877414.3748359429,640739.6245353321
Heisenberg,t_count,3.2021186603692957,204057.00795619594,1971650.6178850709,682903.8328762553
Heisenberg,t_count,3.2724735400832756,215955.6238093244,2070580.0579572557,728401.1934317257
Heisenberg,t_count,3.3443742117008566,228548.05096860818,2174434.8601275985,777489.6011254316
Heisenberg,t_count,3.417854638361751,241874.7457471593,2283458.6075157947,830447.0030402527
Heisenberg,t_count,3.492949529421809,255978.5234759613,2397906.8599759485,887572.8791942431
Heisenberg,t_count,3.5696943568483883,270904.69605879765,2518047.7400005274,949189.8312382111
Heisenberg,t_count,3.648125371975972,286701.21754804783,2644162.5471588923,1015645.2865639554
Heisenberg,t_count,3.7282796226299086,303418.8382090385,2776546.402454554,1087313.3258427926
Heisenberg,t_count,3.8101949706263993,321111.26756793004,2915508.924052196,1164596.6425794088
Heisenberg,t_count,3.89391010965698,339835.34696696745,3061374.935895689,1247928.6438700364
Heisenberg,t_count,3.9794645835659415,359651.2321814688,3214485.210811778,1337775.7021978914
Heisenberg,t_count,4.066898805029345,380622.5866852558,3375197.249771296,1434639.5687868944
Heisenberg,t_count,4.156254074644423,402816.7861854471,3543886.0990602444,1539059.9597686315
Heisenberg,t_count,4.247572600438411,426305.13508371747,3720945.207198115,1651617.3272019594
Heisenberg,t_count,4.340897517806019,451163.0955594786,3906787.323529182,1772935.8278217462
Heisenberg,t_count,4.436272909884942,477470.5300109468,4101845.4405056946,1903686.5032876662
Heisenberg,t_count,4.533743828379057,505311.95763302315,4306573.781779398,2044590.6866589668
Heisenberg,t_count,4.633356314839137,534776.8259562819,4521448.838319857,2196423.6508417195
Heisenberg,t_count,4.735157422411122,565959.7982194783,4746970.454885033,2360018.515844276
Heisenberg,t_count,4.839195238062237,598961.057498813,4983662.96928234,2536270.432841172
Heisenberg,t_count,4.945518905295439,633886.6285710491,5232076.406975144,2726141.0642892784
Heisenberg,t_count,5.054178647362944,670848.7185445552,5492787.733713961,2930663.380667532
Heisenberg,t_count,5.165225790989775,709966.0773526311,5766402.168999957,3150946.795831822
Heisenberg,t_count,5.278712790618552,751364.3792672845,6053554.563324346,3388182.6644909387
Heisenberg,t_count,5.3946932531869765,795176.6266591746,6354910.842269097,3643650.1669299733
Heisenberg,t_count,5.5132219634497055,841543.5773009032,6671169.520702925,3918722.607836125
Heisenberg,t_count,5.634354909856582,890614.1965864713,7003063.2904629,4214874.157930595
Heisenberg,t_count,5.758149310999454,942546.1361197603,7351360.685074895,4533687.069083016
Heisenberg,t_count,5.884663642640049,997506.2402096265,7716867.825237839,4876859.395693898
Heisenberg,t_count,6.0139576653317075,1055671.081898868,8100430.248976035,5246213.257382599
Heisenberg,t_count,6.146092452647985,1117227.530249162,8502934.830552,5643703.680423553
Heisenberg,t_count,6.281130420031485,1182373.3507045317,8925311.79242923,6071428.057943877
Heisenberg,t_count,6.419135354276543,1251317.8404621643,9368536.814781437,6531636.271640268
Heisenberg,t_count,6.560172443659668,1324282.5008918673,9833633.247260924,7026741.520704227
Heisenberg,t_count,6.704308308732018,1401501.7491644633,10321674.427966079,7559331.906777674
Heisenberg,t_count,6.851611033788396,1483223.6713754137,10833786.114785172,8132182.827105126
Heisenberg,t_count,7.002150199027691,1569710.8195832851,11371149.034544226,8748270.231621694
Heisenberg,t_count,7.155996913419903,1661241.0553237295,11935001.55564659,9410784.803532569
Heisenberg,t_count,7.313223848295327,1758108.4423089682,12526642.490166571,10123147.12701569
Heisenberg,t_count,7.473905271671715,1860624.191180805,13147434.031646172,10889023.910032297
Heisenberg,t_count,7.638117083335653,1969117.6593524578,13798804.835144402,11712345.334880099
Heisenberg,t_count,7.805936850694743,2083937.4091513725,14482253.246404737,12597323.614090415
Heisenberg,t_count,7.977443845417484,2205452.327662668,15199350.687334973,13548472.834572665
Heisenberg,t_count,8.152719080878196,2334052.8118708734,15951745.205342,14570630.178577395
Heisenberg,t_count,8.331845350424656,2470152.022907666,16741165.194424707,15668978.616095012
Heisenberg,t_count,8.514907266486507,2614187.213434986,17569423.29630892,16849071.16977229
Heisenberg,t_count,8.701991300542966,2766621.132428351,18438420.490308933,18116856.86032535
Heisenberg,t_count,8.893185823968649,2927943.511873308,19350150.381012697,19478708.447801225
Heisenberg,t_count,9.08858114977685,3098672.6401516018,20306703.69333154,20941452.091905646
Heisenberg,t_count,9.288269575279967,3279357.027171909,21310272.98490726,22512399.063023254
Heisenberg,t_count,9.492345425687235,3470577.166594673,22363157.586355798,24199379.644528475
Heisenberg,t_count,9.700905098660364,3672947.400812817,23467768.780325748,26010779.376574796
Heisenberg,t_count,9.914047109848129,3887117.8946798956,24626635.230880104,27955577.80177956
Heisenberg,t_count,10.131872139421406,4113776.7243268765,25842408.67526123,30043389.884159744
Heisenberg,t_count,10.354483079630663,4353652.087778312,27117869.89067971,32284510.28434106
Heisenberg,t_count,10.581985083408325,4607514.644470133,28455934.94937324,34689960.6865281
Heisenberg,t_count,10.814485614039024,4876179.991185314,29859661.775819633,37271540.386039294
Heisenberg,t_count,11.052094495921164,5160511.282361946,31332257.020653427,40041880.36041679
Heisenberg,t_count,11.294923966443777,5461422.003192172,32877083.266534865,43014501.06230311
Heisenberg,t_count,11.543088729003218,5779878.904421237,34497666.58195322,46203874.18848415
Heisenberg,t_count,11.796706007184646,6116905.10827537,36197704.43971002,49625488.69680192
Heisenberg,t_count,12.055895600134004,6473583.395497104,37981074.01763682,53295921.36112161
Heisenberg,t_count,12.320779939146572,6851059.684048517,39851840.89993977,57232912.174269244
Heisenberg,t_count,12.591484145498839,7250546.710658466,41814268.19845005,61455444.92992756
Heisenberg,t_count,12.86813608955106,7673327.927041923,43872826.11398012,65983833.33697053
Heisenberg,t_count,13.150866451148302,8120761.623308575,46032201.95895862,70839813.04374693
Heisenberg,t_count,13.439808781348662,8594285.291808682,48297310.66353128,76046639.97546607
Heisenberg,t_count,13.73509956550768,9095420.245435817,50673305.78837699,81629195.41522966
Heisenberg,t_count,14.036878287748836,9625776.505223963,53165591.06860857,87614098.28849486
Heisenberg,t_count,14.345287496850554,10187057.97294163,55779832.51429028,94029825.14197832
Heisenberg,t_count,14.660472873580781,10781067.905301288,58521971.09433448,100906838.34134531
Heisenberg,t_count,14.982583299511058,11409714.70737147,61398236.03181704,108277723.04762638
Heisenberg,t_count,15.311770927342508,12075018.063803835,64415158.74010061,116177333.57029946
Heisenberg,t_count,15.64819125277696,12779115.427573973,67579587.43056019,124642949.73556764
Heisenberg,t_count,15.992003187967242,13524268.88708236,70898702.42418359,133714443.95166971
Heisenberg,t_count,16.34336913658117,14312872.43367731,74380032.2008626,143434459.6993207
Heisenberg,t_count,16.702455070514905,15147459.65294947,78031470.22181797,153848602.224773
Heisenberg,t_count,17.06943060829173,16030711.864507418,81861292.5622892,165005642.26570246
Heisenberg,t_count,17.444469095183393,16965466.736385655,85878176.393412,176957733.6964223
Heisenberg,t_count,17.827747685091843,17954727.401761163,90091219.3540569,189760646.03903526
Heisenberg,t_count,18.21944742422992,19001672.107267458,94509959.8553665,203474012.85128412
Heisenberg,t_count,18.619753336640752,20109664.423904784,99144398.36277232,218161597.07039523
Heisenberg,t_count,19.02885451159604,21282264.053351134,104005019.7024117,233891574.4653077
Heisenberg,t_count,19.44694419291464,22523238.264391363,109102816.44112127,250736836.42780733
Heisenberg,t_count,19.8742198702436,23836573.996207975,114449313.39152822,268775313.41642785
Heisenberg,t_count,20.310883372344712,25226490.66741807,120056593.29623678,288090320.4559547
Heisenberg,t_count,20.757140962430768,26697453.732007124,125937323.74768211,308770926.1904548
Heisenberg,t_count,21.213203435596434,28254189.025714923,132104785.40293941,330912347.08910626
Heisenberg,t_count,21.679286218389816,29901697.948960554,138572901.55561003,354616368.51246125
Heisenberg,t_count,22.15560947057181,31645273.535089586,145356269.129882,379991794.46232784
Heisenberg,t_count,22.642398189111127,33490517.455563184,152470191.16496545,407154927.9619768
Heisenberg,t_count,23.13988231446432,35443358.016725294,159930710.86139047,436230084.1449929
Heisenberg,t_count,23.648296839190905,37510069.20596534,167754647.2640474,467350138.2718981
