model,metric,log10_epsilon,Trotter_fit,MPF_fit,QSVT_fit
Heisenberg,cnot_count,-4.6,5543830.314313975,2698059999.8311005,36973979.32703431
Heisenberg,cnot_count,-4.575,5464631.228924864,2674001647.795961,36969637.16289494
Heisenberg,cnot_count,-4.55,5386563.638364028,2650083733.4698243,36965292.71464559
Heisenberg,cnot_count,-4.525,5309611.377033847,2626305872.2453947,36960945.99109166
Heisenberg,cnot_count,-4.5,5233758.51029758,2602667679.369425,36956597.001663916
Heisenberg,cnot_count,-4.475,5158989.331179612,2579168769.9421535,36952245.756442495
Heisenberg,cnot_count,-4.45,5085288.357112771,2555808758.9168735,36947892.26618411
Heisenberg,cnot_count,-4.425,5012640.326732153,2532587261.0993423,36943536.542347595
Heisenberg,cnot_count,-4.4,4941030.196714757,2509503891.1472535,36939178.597123735
Heisenberg,cnot_count,-4.375,4870443.138664287,2486558263.5697994,36934818.44346281
Heisenberg,cnot_count,-4.35,4800864.536040424,2463749992.7270207,36930456.09510572
Heisenberg,cnot_count,-4.325,4732279.981131987,2441078692.829361,36926091.56661598
Heisenberg,cnot_count,-4.3,4664675.272073386,2418543977.9370685,36921724.87341333
Heisenberg,cnot_count,-4.275,4598036.409903613,2396145461.9597178,36917356.03180735
Heisenberg,cnot_count,-4.25,4532349.595667329,2373882758.655598,36912985.05903388
Heisenberg,cnot_count,-4.225,4467601.227557346,2351755481.6312246,36908611.97329275
Heisenberg,cnot_count,-4.2,4403777.898097901,2329763244.3407164,36904236.79378812
Heisenberg,cnot_count,-4.175,4340866.3913682485,2307905660.0853114,36899859.54076688
Heisenberg,cnot_count,-4.15,4278853.68026583,2286182342.0127554,36895480.235564746
Heisenberg,cnot_count,-4.125,4217726.923808631,2264592903.1167626,36891098.90064855
Heisenberg,cnot_count,-4.1,4157473.4644760205,2243136956.2364435,36886715.55966432
Heisenberg,cnot_count,-4.075,4098080.825587616,2221814114.055721,36882330.237485
Heisenberg,cnot_count,-4.05,4039536.7087195823,2200623989.102769,36877942.9602627
Heisenberg,cnot_count,-4.025,3981828.991157853,2179566193.749402,36873553.75548132
Heisenberg,cnot_count,-4.0,3924945.7233877354,2158640340.210557,36869162.65201308
Heisenberg,cnot_count,-3.9749999999999996,3868875.126619365,2137846040.5435998,36864769.68017538
Heisenberg,cnot_count,-3.95,3813605.5903485846,2117182906.6478474,36860374.87179349
Heisenberg,cnot_count,-3.925,3759125.669952569,2096650550.2638865,36855978.26026329
Heisenberg,cnot_count,-3.9,3705424.084319872,2076248582.9730031,36851579.88061943
Heisenberg,cnot_count,-3.875,3652489.713514321,2055976616.1965835,36847179.76960346
Heisenberg,cnot_count,-3.8499999999999996,3600311.596472307,2035834261.1954894,36842777.96573868
Heisenberg,cnot_count,-3.825,3548878.928732897,2015821129.0694475,36838374.50940653
Heisenberg,cnot_count,-3.8,3498181.060200499,1995936830.7564452,36833969.44292661
Heisenberg,cnot_count,-3.775,3448207.4929393725,1976180977.0320632,36829562.81064209
Heisenberg,cnot_count,-3.75,3398947.8789997543,1956553178.5089035,36825154.6590069
Heisenberg,cnot_count,-3.7249999999999996,3350392.018274951,1937053045.6359158,36820745.03667891
Heisenberg,cnot_count,-3.7,3302529.856389129,1917680188.6977935,36816333.994617425
Heisenberg,cnot_count,-3.675,3255351.482615223,1898434217.8142889,36811921.586185925
Heisenberg,cnot_count,-3.65,3208847.127822627,1879314742.939612,36807507.867257506
Heisenberg,cnot_count,-3.625,3163007.162454209,1860321373.8617334,36803092.89632896
Heisenberg,cnot_count,-3.5999999999999996,3117822.0945321973,1841453720.201769,36798676.734638646
Heisenberg,cnot_count,-3.575,3073282.5676925792,1822711391.413289,36794259.44629002
Heisenberg,cnot_count,-3.55,3029379.3592476235,1804093996.7816691,36789841.09838325
Heisenberg,cnot_count,-3.525,2986103.3782759877,1785601145.4234083,36785421.76115156
Heisenberg,cnot_count,-3.5,2943445.6637402144,1767232446.2854545,36781001.508106016
Heisenberg,cnot_count,-3.4749999999999996,2901397.382631066,1748987508.144528,36776580.41618763
Heisenberg,cnot_count,-3.45,2859949.8281384064,1730865939.6064293,36772158.56592702
Heisenberg,cnot_count,-3.425,2819094.4178481568,1712867349.1053326,36767736.041612804
Heisenberg,cnot_count,-3.4,2778822.691965102,1694991344.9031334,36763312.93146901
Heisenberg,cnot_count,-3.375,2739126.3115610206,1677237535.0886953,36758889.32784178
Heisenberg,cnot_count,-3.3499999999999996,2699997.0568478745,1659605527.5771616,36754465.32739691
Heisenberg,cnot_count,-3.325,2661426.8254756597,1642094930.1092405,36750041.031326324
Heisenberg,cnot_count,-3.3,2623407.630854586,1624705350.2504916,36745616.5455694
Heisenberg,cnot_count,-3.275,2585931.6005012286,1607436395.3906002,36741191.98104184
Heisenberg,cnot_count,-3.25,2548990.9744083053,1590287672.742623,36736767.453881435
Heisenberg,cnot_count,-3.2249999999999996,2512578.103437749,1573258789.3422906,36732343.08570639
Heisenberg,cnot_count,-3.2,2476685.447736746,1556349352.047219,36727919.003886014
Heisenberg,cnot_count,-3.175,2441305.5751763857,1539558967.5362234,36723495.34183079
Heisenberg,cnot_count,-3.15,2406431.1598126558,1522887242.308487,36719072.23929658
Heisenberg,cnot_count,-3.125,2372054.9803693867,1506333782.6828587,36714649.842707105
Heisenberg,cnot_count,-3.0999999999999996,2338169.9187429175,1489898194.7970698,36710228.30549505
Heisenberg,cnot_count,-3.075,2304768.958528066,1473580084.6069548,36705807.7884653
Heisenberg,cnot_count,-3.05,2271845.1835652357,1457379057.8856761,36701388.46017643
Heisenberg,cnot_count,-3.025,2239391.7765082098,1441294720.222939,36696970.49734778
Heisenberg,cnot_count,-3.0,2207402.0174124734,1425326677.0242114,36692554.08529098
Heisenberg,cnot_count,-2.975,2175869.282343657,1409474533.5098963,36688139.418366514
Heisenberg,cnot_count,-2.9499999999999997,2144787.0420058905,1393737894.714547,36683726.700470865
Heisenberg,cnot_count,-2.925,2114148.86038976,1378116365.486075,36679316.14555058
Heisenberg,cnot_count,-2.9,2083948.393439555,1362609550.4848855,36674907.978153385
Heisenberg,cnot_count,-2.875,2054179.3877396015,1347217054.1830869,36670502.43400948
Heisenberg,cnot_count,-2.85,2024835.6792193202,1331938480.8636575,36666099.76065379
Heisenberg,cnot_count,-2.8249999999999997,1995911.1918768333,1316773434.61958,36661700.21808668
Heisenberg,cnot_count,-2.8,1967399.9365207867,1301721519.3530335,36657304.079478726
Heisenberg,cnot_count,-2.775,1939296.009530137,1286782338.774507,36652911.63192213
Heisenberg,cnot_count,-2.75,1911593.5916317033,1271955496.401956,36648523.17723113
Heisenberg,cnot_count,-2.725,1884286.9466951415,1257240595.559932,36644139.03279812
Heisenberg,cnot_count,-2.6999999999999997,1857370.4205451773,1242637239.378708,36639759.53250695
Heisenberg,cnot_count,-2.675,1830838.4397907816,1228145030.7933986,36635385.027708985
Heisenberg,cnot_count,-2.65,1804685.5106711017,1213763572.5430512,36631015.888269156
Heisenberg,cnot_count,-2.625,1778906.2179178703,1199492467.1697884,36626652.503681764
Heisenberg,cnot_count,-2.5999999999999996,1753495.22363407,1185331317.017847,36622295.28427026
Heisenberg,cnot_count,-2.5749999999999997,1728447.2661886546,1171279724.2327104,36617944.66246854
Heisenberg,cnot_count,-2.55,1703757.1591270105,1157337290.760174,36613601.0942
Heisenberg,cnot_count,-2.525,1679419.7900970357,1143503618.345397,36609265.06035354
Heisenberg,cnot_count,-2.5,1655430.1197905575,1129778308.5319881,36604937.06837357
Heisenberg,cnot_count,-2.4749999999999996,1631783.1808998664,1116160962.661052,36600617.653965555
Heisenberg,cnot_count,-2.4499999999999997,1608474.0770891684,1102651181.870228,36596307.382934675
Heisenberg,cnot_count,-2.425,1585497.9819807562,1089248567.0927362,36592006.853164285
Heisenberg,cnot_count,-2.4,1562850.1381556494,1075952719.0563838,36587716.69674945
Heisenberg,cnot_count,-2.375,1540525.8561685288,1062763238.2826227,36583437.5822973
Heisenberg,cnot_count,-2.3499999999999996,1518520.5135767446,1049679725.0855259,36579170.21741353
Heisenberg,cnot_count,-2.3249999999999997,1496829.5539832267,1036701779.5708007,36574915.35138796
Heisenberg,cnot_count,-2.3,1475448.4860930445,1023829001.6347805,36570673.778101645
Heisenberg,cnot_count,-2.275,1454372.882783485,1011060990.9634159,36566446.339173526
Heisenberg,cnot_count,-2.25,1433598.3801874018,998397347.0312303,36562233.927374326
Heisenberg,cnot_count,-2.2249999999999996,1413120.6767896789,985837669.1002926,36558037.49032844
Heisenberg,cnot_count,-2.1999999999999997,1392935.5325366245,973381556.2191832,36553858.03453766
Heisenberg,cnot_count,-2.175,1373038.767958077,961028607.2219205,36549696.62975648
Heisenberg,cnot_count,-2.15,1353426.2633020848,948778420.7268984,36545554.413757
Heisenberg,cnot_count,-2.125,1334093.957681946,936630595.1358277,36541432.5975205
Heisenberg,cnot_count,-2.0999999999999996,1315037.848235456,924584728.6326215,36537332.470907554
Heisenberg,cnot_count,-2.0749999999999997,1296253.9892961779,912640419.1823304,36533255.40884996
Heisenberg,cnot_count,-2.05,1277738.4915765608,900797264.5300113,36529202.87812784
Heisenberg,cnot_count,-2.025,1259487.5213627587,889054862.1996285,36525176.44479399
Heisenberg,cnot_count,-2.0,1241497.2997209441,877412809.4929066,36521177.7823179
Heisenberg,cnot_count,-1.9749999999999996,1223764.1017150024,865870703.4882075,36517208.68053435
Heisenberg,cnot_count,-1.9499999999999997,1206284.2556354136,854428141.039383,36513271.05548578
Heisenberg,cnot_count,-1.9249999999999998,1189054.142239154,843084718.7745957,36509366.960269466
Heisenberg,cnot_count,-1.9,1172070.194000496,831840033.0951589,36505498.5970057
Heisenberg,cnot_count,-1.875,1155328.8943725268,820693680.174356,36501668.33006388
Heisenberg,cnot_count,-1.8499999999999996,1138826.7770592389,809645255.9562279,36497878.700708926
Heisenberg,cnot_count,-1.8249999999999997,1122560.4252980477,798694356.1543912,36494132.44334
Heisenberg,cnot_count,-1.7999999999999998,1106526.4711525724,787840576.2507889,36490432.50352994
Heisenberg,cnot_count,-1.775,1090721.5948155725,777083511.4944822,36486782.05810383
Heisenberg,cnot_count,-1.75,1075142.5239218448,766422756.9003893,36483184.53752625
Heisenberg,cnot_count,-1.7249999999999996,1059786.0328709919,755857907.2480413,36479643.65091164
Heisenberg,cnot_count,-1.6999999999999997,1044648.942159883,745388557.0802974,36476163.41402449
Heisenberg,cnot_count,-1.6749999999999998,1029728.11772469,735014300.7020832,36472748.18069091
Heisenberg,cnot_count,-1.65,1015020.4702923757,724734732.1790657,36469402.678116575
Heisenberg,cnot_count,-1.625,1000522.9547414668,714549445.3363696,36466132.04668395
Heisenberg,cnot_count,-1.5999999999999996,986232.5694720164,704458033.7572379,36462941.88490847
Heisenberg,cnot_count,-1.5749999999999997,972146.3557846205,694460090.7817014,36459838.300345935
Heisenberg,cnot_count,-1.5499999999999998,958261.397268337,684555209.5052303,36456827.96738759
Heisenberg,cnot_count,-1.525,944574.8191974206,674742982.7773567,36453918.193051025
Heisenberg,cnot_count,-1.5,931083.7879367326,665023003.2003016,36451116.992089756
Heisenberg,cnot_count,-1.4749999999999996,917785.5103557038,655394863.1275891,36448433.17298578
Heisenberg,cnot_count,-1.4499999999999997,904677.2332507409,645858154.6626194,36445876.436712354
Heisenberg,cnot_count,-1.4249999999999998,891756.2427759542,636412469.657256,36443457.490527384
Heisenberg,cnot_count,-1.4,879019.8638821099,627057399.7103744,36441188.17953061
Heisenberg,cnot_count,-1.375,866465.4597636664,617792536.1664284,36439081.639295794
Heisenberg,cnot_count,-1.3499999999999996,854090.4313138195,608617470.1139448,36437152.47362171
Heisenberg,cnot_count,-1.3249999999999997,841892.2165874271,599531792.3840637,36435416.962348334
Heisenberg,cnot_count,-1.2999999999999998,829868.2902717162,590535093.5490192,36433893.30532989
Heisenberg,cnot_count,-1.275,818016.1631646717,581626963.9206244,36432601.91011801
Heisenberg,cnot_count,-1.25,806333.3816610118,572806993.5487279,36431565.73275032
Heisenberg,cnot_count,-1.2249999999999996,794817.5272456398,564074772.2196577,36430810.683428966
Heisenberg,cnot_count,-1.1999999999999997,783466.2159944978,555429889.4546592,36430366.11196365
Heisenberg,cnot_count,-1.1749999999999998,772277.0980827069,546871934.5082865,36430265.39186009
Heisenberg,cnot_count,-1.15,761247.8572999366,538400496.3668054,36430546.627246894
Heisenberg,cnot_count,-1.125,750376.2105728778,530015163.746565,36431253.51382881
Heisenberg,cnot_count,-1.0999999999999996,739659.9074947793,521715525.09234285,36432436.3944658
Heisenberg,cnot_count,-1.0749999999999997,729096.7298619418,513501168.57568955,36434153.562666565
Heisenberg,cnot_count,-1.0499999999999998,718684.4912170934,505371682.0932338,36436472.884632945
Heisenberg,cnot_count,-1.025,708421.0363996011,497326653.264988,36439473.83447512
Heisenberg,cnot_count,-1.0,698304.241102413,489365669.43261176,36443250.07073489
Heisenberg,t_count,-5.0,583578603.7072688,278760330980.1006,270715213.3167242
Heisenberg,t_count,-4.975,574407279.4721994,275922462693.8729,270656620.7028717
Heisenberg,t_count,-4.95,565376292.858879,273105177115.91174,270598001.8884318
Heisenberg,t_count,-4.925,556483522.9759947,270308385574.87643,270539356.90343153
Heisenberg,t_count,-4.9,547726880.6836742,267531999518.7496,270480685.78248537
Heisenberg,t_count,-4.875,539104308.1208135,264775930515.03046,270421988.56497085
Heisenberg,t_count,-4.85,530613778.2394244,262040090250.93607,270363265.29520774
Heisenberg,t_count,-4.825,522253294.34586406,259324390533.59256,270304516.02265424
Heisenberg,t_count,-4.8,514020889.64885247,256628743290.23547,270245740.802105
Heisenberg,t_count,-4.775,505914626.8141895,253953060568.40826,270186939.6938985
Heisenberg,t_count,-4.75,497932597.5260598,251297254536.16,270128112.7641332
Heisenberg,t_count,-4.725,490072922.0548264,248661237482.24973,270069260.0848918
Heisenberg,t_count,-4.7,482333748.83123183,246044921816.3439,270010381.7344685
Heisenberg,t_count,-4.675,474713254.02690357,243448220069.22186,269951477.79762113
Heisenberg,t_count,-4.65,467209641.1410544,240871044892.978,269892548.36581147
Heisenberg,t_count,-4.625,459821140.59332937,238313309061.22574,269833593.5374775
Heisenberg,t_count,-4.6,452546009.3226512,235774925469.30383,269774613.41829807
Heisenberg,t_count,-4.575,445382530.39203095,233255807134.48163,269715608.12147784
Heisenberg,t_count,-4.55,438329012.59920794,230755867196.16653,269656577.76804936
Heisenberg,t_count,-4.525,431383790.09307784,228275018916.11496,269597522.487171
Heisenberg,t_count,-4.5,424545221.99577826,225813175678.63605,269538442.4164488
Heisenberg,t_count,-4.475,417811692.0303829,223370250990.80908,269479337.70227766
Heisenberg,t_count,-4.45,411181608.1541092,220946158482.68835,269420208.5001722
Heisenberg,t_count,-4.425,404653402.19695187,218540811907.52002,269361054.97514504
Heisenberg,t_count,-4.4,398225529.50566655,216154125141.9533,269301877.3020711
Heisenberg,t_count,-4.375,391896468.5930327,213786012186.25595,269242675.66608775
Heisenberg,t_count,-4.35,385664720.7923064,211436387164.52896,269183450.26299846
Heisenberg,t_count,-4.325,379528809.91678274,209105164324.92468,269124201.2997022
Heisenberg,t_count,-4.3,373487281.9244145,206792258039.86237,269064928.9946326
Heisenberg,t_count,-4.275,367538704.587383,204497582806.24844,269005633.57822955
Heisenberg,t_count,-4.25,361681667.1665693,202221053245.69708,268946315.2934157
Heisenberg,t_count,-4.225,355914780.0908442,199962584104.74808,268886974.39610523
Heisenberg,t_count,-4.2,350236674.64110476,197722090255.09262,268827611.15573364
Heisenberg,t_count,-4.175,344646002.63899493,195499486693.7936,268768225.85579425
Heisenberg,t_count,-4.15,339141436.1402262,193294688543.5131,268708818.7944237
Heisenberg,t_count,-4.125,333721667.1324492,191107611052.7329,268649390.2849981
Heisenberg,t_count,-4.1,328385407.2375909,188938169595.98752,268589940.65676445
Heisenberg,t_count,-4.075,323131387.41860265,186786279674.0851,268530470.2554805
Heisenberg,t_count,-4.05,317958357.69055027,184651856914.34213,268470979.4441101
Heisenberg,t_count,-4.025,312865086.83597267,182534817070.8109,268411468.60353506
Heisenberg,t_count,-4.0,307850362.12447155,180435076024.5099,268351938.13330188
Heisenberg,t_count,-3.9749999999999996,302912989.03643227,178352549783.6582,268292388.45239875
Heisenberg,t_count,-3.95,298051790.99084663,176287154483.90994,268232820.0000797
Heisenberg,t_count,-3.925,293265609.0771612,174238806388.5845,268173233.23671594
Heisenberg,t_count,-3.9,288553301.7910922,172207421888.90793,268113628.6446882
Heisenberg,t_count,-3.875,283913744.77435076,170192917504.24893,268054006.72933447
Heisenberg,t_count,-3.8499999999999996,279345830.55822057,168195209882.35522,267994368.0199085
Heisenberg,t_count,-3.825,274848468.3109299,166214215799.59607,267934713.0706392
Heisenberg,t_count,-3.8,270420583.5887537,164249852161.20233,267875042.46177754
Heisenberg,t_count,-3.775,266061118.09081256,162302036001.50787,267815356.80074653
Heisenberg,t_count,-3.75,261769029.4174779,160370684484.1961,267755656.72331044
Heisenberg,t_count,-3.7249999999999996,257543290.8323733,158455714902.54266,267695942.89482436
Heisenberg,t_count,-3.7,253382891.02787143,156557044679.66232,267636216.01153135
Heisenberg,t_count,-3.675,249286833.89407787,154674591368.75592,267576476.80193403
Heisenberg,t_count,-3.65,245254138.29121163,152808272653.36206,267516726.0282173
Heisenberg,t_count,-3.625,241283837.8253691,150958006347.6045,267456964.487766
Heisenberg,t_count,-3.5999999999999996,237374980.6275834,149123710396.44568,267397193.01474166
Heisenberg,t_count,-3.575,233526629.13615835,147305302875.93875,267337412.48173827
Heisenberg,t_count,-3.55,229737859.88221118,145502701993.48184,267277623.80154237
Heisenberg,t_count,-3.525,226007763.27838695,143715826088.07788,267217827.92894778
Heisenberg,t_count,-3.5,222335443.41068995,141944593630.58423,267158025.86271387
Heisenberg,t_count,-3.4749999999999996,218720017.8333853,140188923223.97974,267098218.64757043
Heisenberg,t_count,-3.45,215160617.36692795,138448733603.6187,267038407.3763775
Heisenberg,t_count,-3.425,211656385.89887407,136723943637.49573,266978593.19236365
Heisenberg,t_count,-3.4,208206480.18772358,135014472326.50905,266918777.2915036
Heisenberg,t_count,-3.375,204810069.66965595,133320238804.72273,266858960.92501384
Heisenberg,t_count,-3.3499999999999996,201466336.26811358,131641162339.63475,266799145.4019946
Heisenberg,t_count,-3.325,198174474.2061915,129977162332.44301,266739332.09219533
Heisenberg,t_count,-3.3,194933689.82178137,128328158318.31677,266679522.42895842
Heisenberg,t_count,-3.275,191743201.3854445,126694069966.6662,266619717.9123027
Heisenberg,t_count,-3.25,188602238.92095459,125074817081.4122,266559920.11219046
Heisenberg,t_count,-3.2249999999999996,185510044.02848706,123470319601.26419,266500130.67198497
Heisenberg,t_count,-3.2,182465869.71039745,121880497599.99321,266440351.3120816
Heisenberg,t_count,-3.175,179468980.19956103,120305271286.70844,266380583.833778
Heisenberg,t_count,-3.15,176518650.79023182,118744561006.13635,266320830.12333018
Heisenberg,t_count,-3.125,173614167.67137933,117198287238.9025,266261092.15628165
Heisenberg,t_count,-3.0999999999999996,170754827.7624683,115666370601.81123,266201372.00202468
Heisenberg,t_count,-3.075,167939938.55164018,114148731848.12868,266141671.82863587
Heisenberg,t_count,-3.05,165168817.93626305,112645291867.87114,266081993.9079923
Heisenberg,t_count,-3.025,162440794.06581092,111155971688.08687,266022340.6212195
Heisenberg,t_count,-3.0,159755205.18703806,109680692473.15073,265962714.46444407
Heisenberg,t_count,-2.975,157111399.4914064,108219375525.04974,265903118.054911
Heisenberg,t_count,-2.9499999999999997,154508734.9647425,106771942283.6763,265843554.1374839
Heisenberg,t_count,-2.925,151946579.2390749,105338314327.12273,265784025.59153548
Heisenberg,t_count,-2.9,149424309.4466292,103918413371.97693,265724535.43828955
Heisenberg,t_count,-2.875,146941312.07594004,102512161273.61836,265665086.84862006
Heisenberg,t_count,-2.85,144496982.83004674,101119480026.51874,265605683.15135336
Heisenberg,t_count,-2.8249999999999997,142090726.48674464,99740291764.54149,265546327.8421013
Heisenberg,t_count,-2.8,139721956.7608504,98374518761.246,265487024.5926945
Heisenberg,t_count,-2.775,137390096.16845378,97022083430.19133,265427777.26120886
Heisenberg,t_count,-2.75,135094575.8931278,95682908325.24355,265368589.90269056
Heisenberg,t_count,-2.725,132834835.65405373,94356916140.88316,265309466.78057808
Heisenberg,t_count,-2.6999999999999997,130610323.57604036,93044029712.51692,265250412.37893182
Heisenberg,t_count,-2.675,128420496.06139988,91744172016.7888,265191431.41547424
Heisenberg,t_count,-2.65,126264817.66365238,90457266171.895,265132528.8555703
Heisenberg,t_count,-2.625,124142760.96302323,89183235437.90112,265073709.9271578
Heisenberg,t_count,-2.5999999999999996,122053806.4437119,87922003217.0576,265014980.13677752
Heisenberg,t_count,-2.5749999999999997,119997442.37289064,86673493054.12401,264956345.28671044
Heisenberg,t_count,-2.55,117973164.6814114,85437628636.68822,264897811.49341324
Heisenberg,t_count,-2.525,115980476.84618759,84214333795.49171,264839385.20726487
Heisenberg,t_count,-2.5,114018889.77421926,83003532504.75781,264781073.23380044
Heisenberg,t_count,-2.4749999999999996,112087921.68823737,81805148882.5177,264722882.75654724
Heisenberg,t_count,-2.4499999999999997,110187098.01393044,80619107190.94307,264664821.36159673
Heisenberg,t_count,-2.425,108315951.26873021,79445331836.67833,264606897.06405288
Heisenberg,t_count,-2.4,106474020.9521251,78283747371.17545,264549118.33657485
Heisenberg,t_count,-2.375,104660853.43746907,77134278491.03221,264491494.14013904
Heisenberg,t_count,-2.3499999999999996,102876001.86526161,75996850038.33167,264434033.9572868
Heisenberg,t_count,-2.3249999999999997,101119026.03786696,74871387000.98213,264376747.82804474
Heisenberg,t_count,-2.3,99389492.31564456,73757814513.06453,264319646.38879988
Heisenberg,t_count,-2.275,97686973.51445454,72656057855.17552,264262740.91439515
Heisenberg,t_count,-2.25,96011048.80452533,71566042454.77858,264206043.36377972
Heisenberg,t_count,-2.2249999999999996,94361303.6106325,70487693886.55402,264149566.42953843
Heisenberg,t_count,-2.1999999999999997,92737329.51357906,69420937872.75229,264093323.59170803
Heisenberg,t_count,-2.175,91138724.15292904,68365700283.55053,264037329.17631036
Heisenberg,t_count,-2.15,89565091.13098164,67321907137.41114,263981598.4190901
Heisenberg,t_count,-2.125,88016039.91794181,66289484601.44105,263926147.5349934
Heisenberg,t_count,-2.0999999999999996,86491185.7582631,65268358991.75652,263870993.7939979
Heisenberg,t_count,-2.0749999999999997,84990149.57813118,64258456773.84798,263816155.60399067
Heisenberg,t_count,-2.05,83512557.89405279,63259704562.94942,263761652.60144195
Heisenberg,t_count,-2.025,82058042.72252332,62272029124.40802,263707505.75076032
Heisenberg,t_count,-2.0,80626241.49073403,61295357374.0585,263653737.45328498
Heisenberg,t_count,-1.9749999999999996,79216796.94829121,60329616378.59949,263600371.6670473
Heisenberg,t_count,-1.9499999999999997,77829357.0799075,59374733355.97105,263547434.038524
Heisenberg,t_count,-1.9249999999999998,76463575.01903622,58430635675.73835,263494952.04781955
Heisenberg,t_count,-1.9,75119108.96240447,57497250859.47387,263442955.16889083
Heisenberg,t_count,-1.875,73795622.08541732,56574506581.145386,263391475.04663724
Heisenberg,t_count,-1.8499999999999996,72492782.45838659,55662330667.50601,263340545.6929829
Heisenberg,t_count,-1.8249999999999997,71210262.96354821,54760651098.48615,263290203.70433494
Heisenberg,t_count,-1.7999999999999998,69947741.21282806,53869396007.59004,263240488.5031767
Heisenberg,t_count,-1.775,68704899.46630873,52988493682.29285,263191442.60697663
Heisenberg,t_count,-1.75,67481424.55135839,52117872564.443436,263143111.9280565
Heisenberg,t_count,-1.7249999999999996,66277007.78237117,51257461250.66763,263095546.10865107
Heisenberg,t_count,-1.6999999999999997,65091344.881071016,50407188492.77572,263048798.89604625
Heisenberg,t_count,-1.6749999999999998,63924135.897328705,49566983198.173615,263002928.56347653
Heisenberg,t_count,-1.65,62775085.13043724,48736774430.27564,262957998.38342622
Heisenberg,t_count,-1.625,61643901.05078935,47916491408.92066,262914077.16104054
Heisenberg,t_count,-1.5999999999999996,60530296.221896134,47106063510.793236,262871239.836767
Heisenberg,t_count,-1.5749999999999997,59433987.22268406,46305420269.84518,262829568.16884854
Heisenberg,t_count,-1.5499999999999998,58354694.57000179,45514491377.72274,262789151.50830013
Heisenberg,t_count,-1.525,57292142.64126449,44733206684.195274,262750087.68126434
Heisenberg,t_count,-1.5,56246059.59716022,43961496197.58857,262712483.9964591
Heisenberg,t_count,-1.4749999999999996,55216177.30433338,43199290085.220764,262676458.39886034
Heisenberg,t_count,-1.4499999999999997,54202231.257959485,42446518673.8417,262642140.79493716
Heisenberg,t_count,-1.4249999999999998,53203960.50411253,41703112450.076775,262609674.5798761
Heisenberg,t_count,-1.4,52221107.561827734,40969002060.87234,262579218.40357295
Heisenberg,t_count,-1.375,51253418.34474233,40244118313.946396,262550948.2200115
Heisenberg,t_count,-1.3499999999999996,50300642.082201004,39528392178.24213,262525059.67443228
Heisenberg,t_count,-1.3249999999999997,49362531.23969148,38821754784.384995,262501770.8949563
Heisenberg,t_count,-1.2999999999999998,48438841.43847011,38124137425.144104,262481325.7707953
Heisenberg,t_count,-1.275,47529331.37422522,37435471555.89623,262463997.81878978
Heisenberg,t_count,-1.25,46633762.73460621,36755688795.095085,262450094.76506117
Heisenberg,t_count,-1.2249999999999996,45751900.115439564,36084720924.74297,262439964.00075108
Heisenberg,t_count,-1.1999999999999997,44883510.935425,35422499890.867065,262433999.1125629
Heisenberg,t_count,-1.1749999999999998,44028365.349093124,34768957804.000046,262432647.7431595
Heisenberg,t_count,-1.15,43186236.157780945,34124026939.66346,262436421.10812482
Heisenberg,t_count,-1.125,42356898.71835292,33487639738.856644,262445905.5911904
Heisenberg,t_count,-1.0999999999999996,41540130.84937411,32859728808.548645,262461776.96665135
Heisenberg,t_count,-1.0749999999999997,40735712.73440303,32240226922.174072,262484817.97010547
Heisenberg,t_count,-1.0499999999999998,39943426.82203859,31629067020.13506,262515940.17394653
Heisenberg,t_count,-1.025,39163057.72231566,31026182210.305004,262556211.44953862
Heisenberg,t_count,-1.0,38394392.09899397,30431505768.538612,262606890.7534522
