model,metric,log10_epsilon,Trotter_fit,MPF_fit,QSVT_fit_corrected
Heisenberg,cnot_count,-4.575,864585.9371270122,2182685.3927557664,36969637.16289494
Heisenberg,cnot_count,-4.55,852648.6300707657,2178773.348443783,36965292.71464559
Heisenberg,cnot_count,-4.525,840878.2043317411,2174856.10002279,36960945.99109166
Heisenberg,cnot_count,-4.5,829272.3193911465,2170933.624217563,36956597.001663916
Heisenberg,cnot_count,-4.475,817828.6676975879,2167005.8975751824,36952245.756442495
Heisenberg,cnot_count,-4.45,806544.9742025199,2163072.896463111,36947892.26618411
Heisenberg,cnot_count,-4.425,795418.9959022921,2159134.597067252,36943536.542347595
Heisenberg,cnot_count,-4.4,784448.5213866542,2155190.975389964,36939178.597123735
Heisenberg,cnot_count,-4.375,773631.3703936664,2151242.0072480594,36934818.44346281
Heisenberg,cnot_count,-4.35,762965.3933709112,2147287.668270786,36930456.09510572
Heisenberg,cnot_count,-4.325,752448.4710429109,2143327.93389773,36926091.56661598
Heisenberg,cnot_count,-4.3,742078.5139846731,2139362.7793767625,36921724.87341333
Heisenberg,cnot_count,-4.275,731853.462201273,2135392.1797618996,36917356.03180735
Heisenberg,cnot_count,-4.25,721771.2847133987,2131416.109911162,36912985.05903388
Heisenberg,cnot_count,-4.225,711829.9791487518,2127434.5444843727,36908611.97329275
Heisenberg,cnot_count,-4.2,702027.5713392512,2123447.4579409678,36904236.79378812
Heisenberg,cnot_count,-4.175,692362.1149239256,2119454.8245377406,36899859.54076688
Heisenberg,cnot_count,-4.15,682831.6909574566,2115456.61832656,36895480.235564746
Heisenberg,cnot_count,-4.125,673434.4075242374,2111452.8131520585,36891098.90064855
Heisenberg,cnot_count,-4.1,664168.3993579324,2107443.382649295,36886715.55966432
Heisenberg,cnot_count,-4.075,655031.8274664101,2103428.3002413725,36882330.237485
Heisenberg,cnot_count,-4.05,646022.8787619944,2099407.53913702,36877942.9602627
Heisenberg,cnot_count,-4.025,637139.7656969703,2095381.0723281414,36873553.75548132
Heisenberg,cnot_count,-4.0,628380.7259042431,2091348.8725873367,36869162.65201308
Heisenberg,cnot_count,-3.9749999999999996,619744.0218431045,2087310.9124653686,36864769.68017538
Heisenberg,cnot_count,-3.95,611227.9404500226,2083267.164288611,36860374.87179349
Heisenberg,cnot_count,-3.925,602830.7927943837,2079217.6001564371,36855978.26026329
Heisenberg,cnot_count,-3.9,594550.9137391235,2075162.1919385984,36851579.88061943
Heisenberg,cnot_count,-3.875,586386.6616061762,2071100.9112725274,36847179.76960346
Heisenberg,cnot_count,-3.8499999999999996,578336.4178466656,2067033.7295606358,36842777.96573868
Heisenberg,cnot_count,-3.825,570398.5867157966,2062960.6179675309,36838374.50940653
Heisenberg,cnot_count,-3.8,562571.5949523471,2058881.5474172544,36833969.44292661
Heisenberg,cnot_count,-3.775,554853.8914627299,2054796.4885903825,36829562.81064209
Heisenberg,cnot_count,-3.75,547243.9470095357,2050705.4119211924,36825154.6590069
Heisenberg,cnot_count,-3.7249999999999996,539740.2539045131,2046608.2875946907,36820745.03667891
Heisenberg,cnot_count,-3.7,532341.3257059044,2042505.0855436467,36816333.994617425
Heisenberg,cnot_count,-3.675,525045.6969201026,2038395.7754455754,36811921.586185925
Heisenberg,cnot_count,-3.65,517851.9227075432,2034280.32671966,36807507.867257506
Heisenberg,cnot_count,-3.625,510758.57859279244,2030158.7085236297,36803092.89632896
Heisenberg,cnot_count,-3.5999999999999996,503764.26017876214,2026030.8897506031,36798676.734638646
Heisenberg,cnot_count,-3.575,496867.5828649973,2021896.8390258464,36794259.44629002
Heisenberg,cnot_count,-3.55,490067.1815699877,2017756.524703537,36789841.09838325
Heisenberg,cnot_count,-3.525,483361.7104574297,2013609.9148634188,36785421.76115156
Heisenberg,cnot_count,-3.5,476749.8426664095,2009456.9773074368,36781001.508106016
Heisenberg,cnot_count,-3.4749999999999996,470230.2700454293,2005297.6795563109,36776580.41618763
Heisenberg,cnot_count,-3.45,463801.702890242,2001131.9888460545,36772158.56592702
Heisenberg,cnot_count,-3.425,457462.8696854317,1996959.8721244417,36767736.041612804
Heisenberg,cnot_count,-3.4,451212.51684969553,1992781.2960473972,36763312.93146901
Heisenberg,cnot_count,-3.375,445049.4084847712,1988596.2269753614,36758889.32784178
Heisenberg,cnot_count,-3.3499999999999996,438972.32612796035,1984404.6309695651,36754465.32739691
Heisenberg,cnot_count,-3.325,432980.0685082155,1980206.4737882726,36750041.031326324
Heisenberg,cnot_count,-3.3,427071.45130570553,1976001.720882923,36745616.5455694
Heisenberg,cnot_count,-3.275,421245.3069148643,1971790.3373942669,36741191.98104184
Heisenberg,cnot_count,-3.25,415500.48421082244,1967572.2881483722,36736767.453881435
Heisenberg,cnot_count,-3.2249999999999996,409835.8483192206,1963347.5376526187,36732343.08570639
Heisenberg,cnot_count,-3.2,404250.2803893291,1959116.0500915912,36727919.003886014
Heisenberg,cnot_count,-3.175,398742.67737045186,1954877.7893229336,36723495.34183079
Heisenberg,cnot_count,-3.15,393311.95179155417,1950632.7188731006,36719072.23929658
Heisenberg,cnot_count,-3.125,387957.0315440819,1946380.8019330676,36714649.842707105
Heisenberg,cnot_count,-3.0999999999999996,382676.8596679275,1942122.001353954,36710228.30549505
Heisenberg,cnot_count,-3.075,377470.39414050477,1937856.2796425624,36705807.7884653
Heisenberg,cnot_count,-3.05,372336.6076688841,1933583.5989568762,36701388.46017643
Heisenberg,cnot_count,-3.025,367274.48748495907,1929303.9211014367,36696970.49734778
Heisenberg,cnot_count,-3.0,362283.0351435978,1925017.207522681,36692554.08529098
Heisenberg,cnot_count,-2.975,357361.2663237482,1920723.419304166,36688139.418366514
Heisenberg,cnot_count,-2.9499999999999997,352508.2106324504,1916422.5171617377,36683726.700470865
Heisenberg,cnot_count,-2.925,347722.91141172795,1912114.461438597,36679316.14555058
Heisenberg,cnot_count,-2.9,343004.42554832465,1907799.2121002916,36674907.978153385
Heisenberg,cnot_count,-2.875,338351.82328623906,1903476.7287296185,36670502.43400948
Heisenberg,cnot_count,-2.85,333764.1880420358,1899146.970521431,36666099.76065379
Heisenberg,cnot_count,-2.8249999999999997,329240.6162228951,1894809.8962773606,36661700.21808668
Heisenberg,cnot_count,-2.8,324780.21704736626,1890465.4644004444,36657304.079478726
Heisenberg,cnot_count,-2.775,320382.11236880015,1886113.6328896552,36652911.63192213
Heisenberg,cnot_count,-2.75,316045.4365014184,1881754.3593343443,36648523.17723113
Heisenberg,cnot_count,-2.725,311769.3360490013,1877387.6009085546,36644139.03279812
Heisenberg,cnot_count,-2.6999999999999997,307552.9697361591,1873013.3143652822,36639759.53250695
Heisenberg,cnot_count,-2.675,303395.508242158,1868631.456030583,36635385.027708985
Heisenberg,cnot_count,-2.65,299296.13403727405,1864241.9817976134,36631015.888269156
Heisenberg,cnot_count,-2.625,295254.0412216504,1859844.847120527,36626652.503681764
Heisenberg,cnot_count,-2.5999999999999996,291268.4353666293,1855440.0070082904,36622295.28427026
Heisenberg,cnot_count,-2.5749999999999997,287338.53335853753,1851027.4160183794,36617944.66246854
Heisenberg,cnot_count,-2.55,283463.56324489467,1846607.028250336,36613601.0942
Heisenberg,cnot_count,-2.525,279642.7640830311,1842178.7973392296,36609265.06035354
Heisenberg,cnot_count,-2.5,275875.38579108677,1837742.6764490018,36604937.06837357
Heisenberg,cnot_count,-2.4749999999999996,272160.68900136853,1833298.6182656677,36600617.653965555
Heisenberg,cnot_count,-2.4499999999999997,268497.94491605577,1828846.574990398,36596307.382934675
Heisenberg,cnot_count,-2.425,264886.4351652254,1824386.4983324732,36592006.853164285
Heisenberg,cnot_count,-2.4,261325.45166718328,1819918.3395021118,36587716.69674945
Heisenberg,cnot_count,-2.375,257814.2964910876,1815442.0492031425,36583437.5822973
Heisenberg,cnot_count,-2.3499999999999996,254352.2817218447,1810957.5776255538,36579170.21741353
Heisenberg,cnot_count,-2.3249999999999997,250938.7293272689,1806464.874437907,36574915.35138796
Heisenberg,cnot_count,-2.3,247572.9710274899,1801963.8887795769,36570673.778101645
Heisenberg,cnot_count,-2.275,244254.34816659728,1797454.5692528698,36566446.339173526
Heisenberg,cnot_count,-2.25,240982.21158651772,1792936.8639149799,36562233.927374326
Heisenberg,cnot_count,-2.2249999999999996,237755.92150310846,1788410.7202697794,36558037.49032844
Heisenberg,cnot_count,-2.1999999999999997,234574.8473844723,1783876.0852594664,36553858.03453766
Heisenberg,cnot_count,-2.175,231438.36783147784,1779332.905256034,36549696.62975648
Heisenberg,cnot_count,-2.15,228345.87046049334,1774781.1260525815,36545554.413757
Heisenberg,cnot_count,-2.125,225296.7517883268,1770220.6928544515,36541432.5975205
Heisenberg,cnot_count,-2.0999999999999996,222290.4171193794,1765651.5502701693,36537332.470907554
Heisenberg,cnot_count,-2.0749999999999997,219326.28043501,1761073.6423022528,36533255.40884996
Heisenberg,cnot_count,-2.05,216403.76428512592,1756486.9123377784,36529202.87812784
Heisenberg,cnot_count,-2.025,213522.29968200106,1751891.3031388014,36525176.44479399
Heisenberg,cnot_count,-2.0,210681.32599634066,1747286.7568325591,36521177.7823179
Heisenberg,cnot_count,-1.9749999999999996,207880.29085560245,1742673.2149014715,36517208.68053435
Heisenberg,cnot_count,-1.9499999999999997,205118.65004459387,1738050.6181729767,36513271.05548578
Heisenberg,cnot_count,-1.9249999999999998,202395.86740837083,1733418.9068090955,36509366.960269466
Heisenberg,cnot_count,-1.9,199711.4147574595,1728778.0202958297,36505498.5970057
Heisenberg,cnot_count,-1.875,197064.77177543065,1724127.897432335,36501668.33006388
Heisenberg,cnot_count,-1.8499999999999996,194455.42592886614,1719468.4763198348,36497878.700708926
Heisenberg,cnot_count,-1.8249999999999997,191882.8723797508,1714799.6943503474,36494132.44334
Heisenberg,cnot_count,-1.7999999999999998,189346.6139003349,1710121.4881951434,36490432.50352994
Heisenberg,cnot_count,-1.775,186846.1607905192,1705433.7937929765,36486782.05810383
Heisenberg,cnot_count,-1.75,184381.03079781745,1700736.5463380576,36483184.53752625
Heisenberg,cnot_count,-1.7249999999999996,181950.74903995855,1696029.6802677773,36479643.65091164
Heisenberg,cnot_count,-1.6999999999999997,179554.84793019682,1691313.129250153,36476163.41402449
Heisenberg,cnot_count,-1.6749999999999998,177192.86710541247,1686586.826171034,36472748.18069091
Heisenberg,cnot_count,-1.65,174864.35335708366,1681850.7031209916,36469402.678116575
Heisenberg,cnot_count,-1.625,172568.8605652289,1677104.6913819574,36466132.04668395
Heisenberg,cnot_count,-1.5999999999999996,170305.94963542782,1672348.7214135537,36462941.88490847
Heisenberg,cnot_count,-1.5749999999999997,168075.1884390345,1667582.7228391252,36459838.300345935
Heisenberg,cnot_count,-1.5499999999999998,165876.1517567159,1662806.6244314641,36456827.96738759
Heisenberg,cnot_count,-1.525,163708.421225463,1658020.3540982264,36453918.193051025
Heisenberg,cnot_count,-1.5,161571.5852892292,1653223.8388670045,36451116.992089756
Heisenberg,cnot_count,-1.4749999999999996,159465.239153376,1648417.0048700895,36448433.17298578
Heisenberg,cnot_count,-1.4499999999999997,157388.98474312443,1643599.7773288658,36445876.436712354
Heisenberg,cnot_count,-1.4249999999999998,155342.43066622157,1638772.0805378756,36443457.490527384
Heisenberg,cnot_count,-1.4,153325.19218007202,1633933.8378485106,36441188.17953061
Heisenberg,cnot_count,-1.375,151336.89116359083,1629084.9716523245,36439081.639295794
Heisenberg,cnot_count,-1.3499999999999996,149377.15609407827,1624225.4033639769,36437152.47362171
Heisenberg,cnot_count,-1.3249999999999997,147445.62202943975,1619355.0534037666,36435416.962348334
Heisenberg,cnot_count,-1.2999999999999998,145541.93059611475,1614473.8411797807,36433893.30532989
Heisenberg,cnot_count,-1.275,143665.729983115,1609581.6850696048,36432601.91011801
Heisenberg,cnot_count,-1.25,141816.6749426204,1604678.5024016178,36431565.73275032
Heisenberg,cnot_count,-1.2249999999999996,139994.42679762875,1599764.209435846,36430810.683428966
Heisenberg,cnot_count,-1.1999999999999997,138198.65345721078,1594838.721344353,36430366.11196365
Heisenberg,cnot_count,-1.1749999999999998,136429.02943999175,1589901.9521911754,36430265.39186009
Heisenberg,cnot_count,-1.15,134685.23590654446,1584953.8149117692,36430546.627246894
Heisenberg,cnot_count,-1.125,132966.96070146465,1579994.2212919598,36431253.51382881
Heisenberg,cnot_count,-1.0999999999999996,131273.89840599016,1575023.0819463881,36432436.3944658
Heisenberg,cnot_count,-1.0749999999999997,129605.75040212927,1570040.3062964268,36434153.562666565
Heisenberg,cnot_count,-1.0499999999999998,127962.22494938417,1565045.8025475615,36436472.884632945
Heisenberg,cnot_count,-1.025,126343.03727528427,1560039.477666212,36439473.83447512
Heisenberg,cnot_count,-1.0,124747.90968110664,1555021.237355968,36443250.07073489
Heisenberg,t_count,-5.0,85420249.97302295,159679792.26798394,325255789.39335954
Heisenberg,t_count,-4.975,84107915.54435746,159121719.07724002,324612429.23936844
Heisenberg,t_count,-4.95,82815324.18480973,158563945.99753663,323969208.5408878
Heisenberg,t_count,-4.925,81542181.60998192,158006473.76025647,323326127.40506804
Heisenberg,t_count,-4.9,80288197.89013812,157449303.10075223,322683185.94247544
Heisenberg,t_count,-4.875,79053087.3860299,156892434.75838262,322040384.26720744
Heisenberg,t_count,-4.85,77836568.68566228,156335869.47654438,321397722.4970013
Heisenberg,t_count,-4.825,76638364.54198931,155779608.00270706,320755200.7533657
Heisenberg,t_count,-4.8,75458201.81152138,155223651.0884471,320112819.1617013
Heisenberg,t_count,-4.775,74295811.39383547,154667999.4894848,319470577.8514316
Heisenberg,t_count,-4.75,73150928.17197092,154112653.9657174,318828476.9561417
Heisenberg,t_count,-4.725,72023290.95370111,153557615.28125724,318186516.61372167
Heisenberg,t_count,-4.7,70912642.41366564,153002884.2044656,317544696.9665056
Heisenberg,t_count,-4.675,69818729.03635313,152448461.50799268,316903018.1614308
Heisenberg,t_count,-4.65,68741301.05991788,151894347.9688107,316261480.3501962
Heisenberg,t_count,-4.625,67680112.42082447,151340544.36825633,315620083.68941784
Heisenberg,t_count,-4.6,66634920.69930012,150787051.49206427,314978828.3408091
Heisenberg,t_count,-4.575,65605487.06559239,150233870.130408,314337714.47135705
Heisenberg,t_count,-4.55,64591576.22701076,149681001.0779392,313696742.2534984
Heisenberg,t_count,-4.525,63592956.37574769,149128445.13382623,313055911.8653208
Heisenberg,t_count,-4.5,62609399.13746604,148576203.101794,312415223.4907553
Heisenberg,t_count,-4.475,61640679.52063764,148024275.7901645,311774677.31978977
Heisenberg,t_count,-4.45,60686575.86662864,147472664.01189825,311134273.54867256
Heisenberg,t_count,-4.425,59746869.800514385,146921368.58463565,310494012.38015217
Heisenberg,t_count,-4.4,58821346.18261856,146370390.33073726,309853894.02369475
Heisenberg,t_count,-4.375,57909793.060760744,145819730.07732853,309213918.69573796
Heisenberg,t_count,-4.35,57012001.6232059,145269388.6563403,308574086.6199399
Heisenberg,t_count,-4.325,56127766.15230474,144719366.90455526,307934398.0274379
Heisenberg,t_count,-4.3,55256883.97881267,144169665.66364866,307294853.1571265
Heisenberg,t_count,-4.275,54399155.43687995,143620285.7802343,306655452.25594336
Heisenberg,t_count,-4.25,53554383.819701694,143071228.10591108,306016195.5791601
Heisenberg,t_count,-4.225,52722375.3358189,142522493.49730572,305377083.39069945
Heisenberg,t_count,-4.2,51902939.06605999,141974082.81612048,304738115.96345365
Heisenberg,t_count,-4.175,51095886.921114154,141425996.92918044,304099293.5796182
Heisenberg,t_count,-4.15,50301033.59972712,140878236.70847958,303460616.53104913
Heisenberg,t_count,-4.125,49518196.54750956,140330803.0312296,302822085.1196231
Heisenberg,t_count,-4.1,48747195.91635058,139783696.77990776,302183699.6576225
Heisenberg,t_count,-4.075,47987854.52442532,139236918.84230718,301545460.4681302
Heisenberg,t_count,-4.05,47239997.81679016,138690470.11158523,300907367.8854511
Heisenberg,t_count,-4.025,46503453.82655414,138144351.48631498,300269422.2555364
Heisenberg,t_count,-4.0,45778053.13662176,137598563.87053627,299631623.9364506
Heisenberg,t_count,-3.9749999999999996,45063628.84199451,137053108.17380533,298993973.2988329
Heisenberg,t_count,-3.95,44360016.51262697,136507985.31125104,298356470.72639793
Heisenberg,t_count,-3.925,43667054.15682642,135963196.20362484,297719116.6164531
Heisenberg,t_count,-3.9,42984582.18518838,135418741.77735522,297081911.380437
Heisenberg,t_count,-3.875,42312443.37506209,134874622.96460184,296444855.44449013
Heisenberg,t_count,-3.8499999999999996,41650482.835535504,134330840.7033132,295807949.25003606
Heisenberg,t_count,-3.825,40998547.97293452,133787395.93727794,295171193.2544181
Heisenberg,t_count,-3.8,40356488.45682474,133244289.61618638,294534587.93152976
Heisenberg,t_count,-3.775,39724156.18651684,132701522.69568396,293898133.7725044
Heisenberg,t_count,-3.75,39101405.25805556,132159096.13743083,293261831.2864251
Heisenberg,t_count,-3.7249999999999996,38488091.93169793,131617010.90916209,292625681.0010639
Heisenberg,t_count,-3.7,37884074.59986394,131075267.98474495,291989683.46367055
Heisenberg,t_count,-3.675,37289213.75555882,130533868.34424059,291353839.24178565
Heisenberg,t_count,-3.65,36703371.96125435,129992812.97396551,290718148.92409974
Heisenberg,t_count,-3.625,36126413.8182299,129452102.86655346,290082613.12135786
Heisenberg,t_count,-3.5999999999999996,35558205.93635766,128911739.02101696,289447232.4672998
Heisenberg,t_count,-3.575,34998616.904332094,128371722.44281407,288812007.61965394
Heisenberg,t_count,-3.55,34447517.2603345,127832054.14391035,288176939.2611845
Heisenberg,t_count,-3.525,33904779.46312557,127292735.14284518,287542028.10077566
Heisenberg,t_count,-3.5,33370277.863560818,126753766.46479866,286907274.8745946
Heisenberg,t_count,-3.4749999999999996,32843888.676522557,126215149.14165895,286272680.34728986
Heisenberg,t_count,-3.45,32325489.95326064,125676884.21208996,285638245.31327194
Heisenberg,t_count,-3.425,31814961.55413823,125138972.72159995,285003970.5980461
Heisenberg,t_count,-3.4,31312185.1217739,124601415.72261435,284369857.0596264
Heisenberg,t_count,-3.375,30817044.054577053,124064214.2745431,283735905.5900114
Heisenberg,t_count,-3.3499999999999996,30329423.48066747,123527369.44385646,283102117.1167567
Heisenberg,t_count,-3.325,29849210.232176736,122990882.30415565,282468492.6046114
Heisenberg,t_count,-3.3,29376292.81992226,122454753.93624802,281835033.05726343
Heisenberg,t_count,-3.275,28910561.408450965,121918985.42822276,281201739.51916033
Heisenberg,t_count,-3.25,28451907.79144612,121383577.87552582,280568613.0774466
Heisenberg,t_count,-3.2249999999999996,28000225.367491487,120848532.3810383,279935654.8640053
Heisenberg,t_count,-3.2,27555409.11618755,120313850.05515528,279302866.05760247
Heisenberg,t_count,-3.175,27117355.57461463,119779532.01586452,278670247.8861717
Heisenberg,t_count,-3.15,26685962.814138252,119245579.38882723,278037801.62921
Heisenberg,t_count,-3.125,26261130.417549375,118711993.30746107,277405528.6203251
Heisenberg,t_count,-3.0999999999999996,25842759.456537507,118178774.91302297,276773430.2499266
Heisenberg,t_count,-3.075,25430752.469488405,117645925.35469182,276141507.9680714
Heisenberg,t_count,-3.05,25025013.43960395,117113445.78965683,275509763.28748006
Heisenberg,t_count,-3.025,24625447.773337517,116581337.38320166,274878197.78673273
Heisenberg,t_count,-3.0,24231962.279140726,116049601.30879453,274246813.113654
Heisenberg,t_count,-2.975,23844465.146516595,115518238.74817705,273615610.9889123
Heisenberg,t_count,-2.9499999999999997,23462865.92537424,114987250.89145418,272984593.20983016
Heisenberg,t_count,-2.925,23087075.505680446,114456638.93718739,272353761.65442944
Heisenberg,t_count,-2.9,22717006.097403478,113926404.09248763,271723118.2857424
Heisenberg,t_count,-2.875,22352571.210744344,113396547.57311039,271092665.15637714
Heisenberg,t_count,-2.85,21993685.636650883,112867070.60355142,270462404.4133851
Heisenberg,t_count,-2.8249999999999997,21640265.427610997,112337974.41714649,269832338.30344033
Heisenberg,t_count,-2.8,21292227.878718942,111809260.25616707,269202469.17835075
Heisenberg,t_count,-2.775,20949491.509011935,111280929.37192471,268572799.50093466
Heisenberg,t_count,-2.75,20611976.043071534,110752983.02487212,267943331.85128504
Heisenberg,t_count,-2.725,20279602.39288578,110225422.48470595,267314068.93345445
Heisenberg,t_count,-2.6999999999999997,19952292.639968287,109698249.03047375,266685013.58259222
Heisenberg,t_count,-2.675,19629970.01772933,109171463.95067993,266056168.77256736
Heisenberg,t_count,-2.65,19312558.894094452,108645068.5433965,265427537.6241271
Heisenberg,t_count,-2.625,18999984.754367884,108119064.11637117,264799123.41360894
Heisenberg,t_count,-2.5999999999999996,18692174.184334893,107593451.9871417,264170929.5822896
Heisenberg,t_count,-2.5749999999999997,18389054.853599522,107068233.48314817,263542959.7463833
Heisenberg,t_count,-2.55,18090555.49915429,106543409.9418502,262915217.70777574
Heisenberg,t_count,-2.525,17796605.909176745,106018982.71084379,262287707.46553594
Heisenberg,t_count,-2.5,17507136.90704916,105494953.14798205,261660433.22828066
Heisenberg,t_count,-2.4749999999999996,17222080.33559768,104971322.62149467,261033399.42746505
Heisenberg,t_count,-2.4499999999999997,16941369.041546274,104448092.51011324,260406610.73168337
Heisenberg,t_count,-2.425,16664936.860181827,103925264.20319614,259780072.06205532
Heisenberg,t_count,-2.4,16392718.600226292,103402839.10085467,259153788.6088186
Heisenberg,t_count,-2.375,16124650.028911844,102880818.61408581,258527765.84921876
Heisenberg,t_count,-2.3499999999999996,15860667.85725477,102359204.16490011,257902009.5668201
Heisenberg,t_count,-2.3249999999999997,15600709.725524705,101837997.18645784,257276525.87237844
Heisenberg,t_count,-2.3,15344714.188904453,101317199.12320517,256651321.22641
Heisenberg,t_count,-2.275,15092620.703336406,100796811.43101153,256026402.4636373
Heisenberg,t_count,-2.25,14844369.611552602,100276835.57730958,255401776.81947237
Heisenberg,t_count,-2.2249999999999996,14599902.129282081,99757273.04124118,254777451.95875624
Heisenberg,t_count,-2.1999999999999997,14359160.331634318,99238125.31379889,254153436.0069711
Heisenberg,t_count,-2.175,14122087.139651496,98719393.89797647,253529737.58417454
Heisenberg,t_count,-2.15,13888626.30702811,98201080.30891924,252906365.84195215
Heisenberg,t_count,-2.125,13658722.406991674,97683186.07407525,252283330.50366834
Heisenberg,t_count,-2.0999999999999996,13432320.819341376,97165712.73335159,251660641.90840358
Heisenberg,t_count,-2.0749999999999997,13209367.717639666,96648661.83927406,251038311.05894735
Heisenberg,t_count,-2.05,12989810.056552758,96132034.9571456,250416349.67430362
Heisenberg,t_count,-2.025,12773595.559334928,95615833.6652128,249794770.2471961
Heisenberg,t_count,-2.0,12560672.70545267,95100059.55482955,249173586.1071456
Heisenberg,t_count,-1.9749999999999996,12350990.718343278,94584714.23062871,248552811.48975766
Heisenberg,t_count,-1.9499999999999997,12144499.553303402,94069799.3106942,247932461.6129243
Heisenberg,t_count,-1.9249999999999998,11941149.88550229,93555316.42673594,247312552.76078615
Heisenberg,t_count,-1.9,11740893.098114893,93041267.22426899,246693102.3763541
Heisenberg,t_count,-1.875,11543681.27056892,92527653.3627956,246074129.16386887
Heisenberg,t_count,-1.8499999999999996,11349467.166901007,92014476.51598935,245455653.20211074
Heisenberg,t_count,-1.8249999999999997,11158204.224215737,91501738.37188473,244837696.07002628
Heisenberg,t_count,-1.7999999999999998,10969846.541241607,90989440.63306898,244220280.9862735
Heisenberg,t_count,-1.775,10784348.866978226,90477585.01687618,243603432.96450734
Heisenberg,t_count,-1.75,10601666.589427497,89966173.25558816,242987178.9865092
Heisenberg,t_count,-1.7249999999999996,10421755.724402446,89455207.09663425,242371548.19558498
Heisenberg,t_count,-1.6999999999999997,10244572.904406697,88944688.30280119,241756572.1130622
Heisenberg,t_count,-1.6749999999999998,10070075.36757647,88434618.6524403,241142284.8811321
Heisenberg,t_count,-1.65,9898220.946677852,87924999.93968304,240528723.53588012
Heisenberg,t_count,-1.625,9728968.058150578,87415833.97465836,239915928.31492427
Heisenberg,t_count,-1.5999999999999996,9562275.691189308,86907122.58371495,239303943.00490987
Heisenberg,t_count,-1.5749999999999997,9398103.396853322,86398867.609649,238692815.33496907
Heisenberg,t_count,-1.5499999999999998,9236411.277194388,85891070.91193269,238082597.42341125
Heisenberg,t_count,-1.525,9077159.974391863,85383734.36695032,237473346.286196
Heisenberg,t_count,-1.5,8920310.659883864,84876859.86823803,236865124.41737795
Heisenberg,t_count,-1.4749999999999996,8765825.023481842,84370449.32672843,236258000.4536789
Heisenberg,t_count,-1.4499999999999997,8613665.26245547,83864504.6709977,235652049.93771526
Heisenberg,t_count,-1.4249999999999998,8463794.070573552,83359027.8475217,235047356.1973805
Heisenberg,t_count,-1.4,8316174.627085288,82854020.82093328,234444011.36250538
Heisenberg,t_count,-1.375,8170770.585625499,82349485.57428664,233842117.54440418
Heisenberg,t_count,-1.3499999999999996,8027546.063025341,81845424.10932639,233241788.20955953
Heisenberg,t_count,-1.3249999999999997,7886465.628008974,81341838.44676137,232643149.78570238
Heisenberg,t_count,-1.2999999999999998,7747494.289754747,80838730.62654564,232046343.54740316
Heisenberg,t_count,-1.275,7610597.486297263,80336102.70816326,231451527.83958933
Heisenberg,t_count,-1.25,7475741.072744881,79833956.77092002,230858880.71166414
Heisenberg,t_count,-1.2249999999999996,7342891.309284484,79332294.91424045,230268603.05343482
Heisenberg,t_count,-1.1999999999999997,7212014.84894249,78831119.25797102,229680922.34787744
Heisenberg,t_count,-1.1749999999999998,7083078.725068508,78330431.94268987,229096097.1869688
Heisenberg,t_count,-1.15,6956050.338503708,77830235.13002273,228514422.73773566
Heisenberg,t_count,-1.125,6830897.444393034,77330531.00296569,227936237.4000936
Heisenberg,t_count,-1.0999999999999996,6707588.138594915,76831321.76621376,227361930.9707791
Heisenberg,t_count,-1.0749999999999997,6586090.843638198,76332609.64649682,226791954.72615188
Heisenberg,t_count,-1.0499999999999998,6466374.294169203,75834396.89292462,226226833.9711047
Heisenberg,t_count,-1.025,6348407.521826447,75336685.7773349,225667183.78726667
Heisenberg,t_count,-1.0,6232159.839472444,74839478.59465326,225113728.9737558
